%We don't separate training for testing here since we use fold evaluation 10 levels. Generated by p5.cpp
@relation whole_set_p6
@attribute word string
@attribute d1 integer
@attribute c1 {yes,no}
@attribute c2 {yes,no}
@attribute c3 {yes,no}
@attribute c5 {yes,no}
@attribute c8 {yes,no}
@attribute c12 {yes,no}
@attribute w_length integer
@attribute three_consonants {yes,no}
@attribute has_x {yes,no}
@attribute alternada {yes,no}
@attribute has_h {yes,no}
@attribute has_o_and_u {yes,no}
@attribute has_ua {yes,no}
@attribute difficult {yes,no}
@data
"amable", 10, no, no, no, no, no, no, 6, no, no, no, no, no, no, no
"amigos", 8, no, no, no, no, no, no, 6, no, no, yes, no, no, no, no
"apuntó", 10, no, no, no, no, no, no, 6, no, no, no, no, no, no, no
"arco", 28, no, no, no, no, no, no, 4, no, no, no, no, no, no, no
"arroz", 4, no, no, no, no, no, yes, 5, no, no, no, no, no, no, no
"atado", 27, no, no, no, no, no, no, 5, no, no, yes, no, no, no, no
"autor", 10, no, no, no, no, no, no, 5, no, no, no, no, yes, no, no
"ayuda", 18, no, no, no, yes, no, no, 5, no, no, yes, no, no, no, no
"barón", 22, no, no, no, no, no, no, 5, no, no, yes, no, no, no, no
"base", 26, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"basura", 8, no, no, no, no, no, no, 6, no, no, yes, no, no, no, no
"bicicleta", 2, no, no, no, no, no, no, 9, no, no, no, no, no, no, no
"bicolor", 1, no, no, no, no, no, no, 7, no, no, yes, no, no, no, no
"biólogo", 3, no, no, no, no, no, no, 7, no, no, no, no, no, no, no
"blusa", 6, no, no, no, no, no, no, 5, no, no, no, no, no, no, no
"bonito", 10, no, no, no, no, no, no, 6, no, no, yes, no, no, no, no
"buena", 9, no, no, no, no, no, no, 5, no, no, no, no, no, no, no
"búfalo", 5, no, no, no, no, no, no, 6, no, no, yes, no, no, no, no
"cada", 41, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"café", 13, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"calor", 8, no, no, no, no, no, no, 5, no, no, yes, no, no, no, no
"camino", 13, no, no, no, no, no, no, 6, no, no, yes, no, no, no, no
"cansina", 9, no, no, no, no, no, no, 7, no, no, no, no, no, no, no
"canto", 35, no, no, no, no, no, no, 5, no, no, no, no, no, no, no
"capitán", 4, no, no, no, no, no, no, 7, no, no, yes, no, no, no, no
"caracol", 9, no, no, no, no, no, no, 7, no, no, yes, no, no, no, no
"carta", 33, no, no, no, no, no, no, 5, no, no, no, no, no, no, no
"cartera", 21, no, no, no, no, no, no, 7, no, no, no, no, no, no, no
"casa", 51, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"castillo", 8, no, no, no, no, no, yes, 8, no, no, no, no, no, no, no
"cenar", 22, no, no, no, no, no, no, 5, no, no, yes, no, no, no, no
"cercana", 9, no, no, no, no, no, no, 7, no, no, no, no, no, no, no
"cerditos", 2, no, no, no, no, no, no, 8, no, no, no, no, no, no, no
"cerradura", 5, no, no, no, no, no, yes, 9, no, no, no, no, no, no, no
"cerramos", 13, no, no, no, no, no, yes, 8, no, no, no, no, no, no, no
"ciencia", 2, no, no, no, no, no, no, 7, no, no, no, no, no, no, no
"cocidos", 9, no, no, no, no, no, no, 7, no, no, yes, no, no, no, no
"colegio", 9, no, yes, no, no, no, no, 7, no, no, no, no, no, no, no
"color", 13, no, no, no, no, no, no, 5, no, no, yes, no, no, no, no
"como", 31, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"con", 22, no, no, no, no, no, no, 3, no, no, yes, no, no, no, no
"conejo", 9, no, yes, no, no, no, no, 6, no, no, yes, no, no, no, no
"contra", 10, no, no, no, no, no, no, 6, yes, no, no, no, no, no, no
"copia", 22, no, no, no, no, no, no, 5, no, no, no, no, no, no, no
"corbata", 7, no, no, no, no, no, no, 7, no, no, no, no, no, no, no
"corteza", 7, no, no, no, no, no, no, 7, no, no, no, no, no, no, no
"cosa", 38, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"cremoso", 5, no, no, no, no, no, no, 7, no, no, no, no, no, no, no
"cuna", 39, no, no, no, no, yes, no, 4, no, no, yes, no, no, no, no
"curar", 21, no, no, no, no, yes, no, 5, no, no, yes, no, no, no, no
"cálido", 8, no, no, no, no, no, no, 6, no, no, yes, no, no, no, no
"datos", 26, no, no, no, no, no, no, 5, no, no, yes, no, no, no, no
"daña", 28, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"desconcertado", 6, no, no, no, no, no, no, 13, no, no, no, no, no, no, no
"dieta", 17, no, no, no, no, no, no, 5, no, no, no, no, no, no, no
"dinero", 7, no, no, no, no, no, no, 6, no, no, yes, no, no, no, no
"dirección", 3, no, no, no, no, no, no, 9, no, no, no, no, no, no, no
"discutir", 5, no, no, no, no, yes, no, 8, no, no, no, no, no, no, no
"dolor", 8, no, no, no, no, no, no, 5, no, no, yes, no, no, no, no
"días", 18, no, no, no, no, no, no, 4, no, no, no, no, no, no, no
"edificios", 3, no, no, no, no, no, no, 9, no, no, no, no, no, no, no
"enloqueció", 2, no, no, no, no, yes, no, 10, no, no, no, no, yes, no, no
"ensalada", 9, no, no, no, no, no, no, 8, no, no, no, no, no, no, no
"entró", 8, no, no, no, no, no, no, 5, yes, no, no, no, no, no, no
"es", 34, no, no, no, no, no, no, 2, no, no, yes, no, no, no, no
"esa", 20, no, no, no, no, no, no, 3, no, no, yes, no, no, no, no
"espalda", 12, no, no, no, no, no, no, 7, no, no, no, no, no, no, no
"estatura", 9, no, no, no, no, no, no, 8, no, no, no, no, no, no, no
"este", 18, no, no, no, no, no, no, 4, no, no, no, no, no, no, no
"estos", 20, no, no, no, no, no, no, 5, no, no, no, no, no, no, no
"fabrica", 9, no, no, no, no, no, no, 7, no, no, no, no, no, no, no
"falta", 23, no, no, no, no, no, no, 5, no, no, no, no, no, no, no
"famoso", 9, no, no, no, no, no, no, 6, no, no, yes, no, no, no, no
"flauta", 4, no, no, no, no, no, no, 6, no, no, no, no, no, no, no
"fotos", 23, no, no, no, no, no, no, 5, no, no, yes, no, no, no, no
"fresco", 8, no, no, no, no, no, no, 6, no, no, no, no, no, no, no
"frio", 9, no, no, no, no, no, no, 4, no, no, no, no, no, no, no
"fritos", 10, no, no, no, no, no, no, 6, no, no, no, no, no, no, no
"fruta", 20, no, no, no, no, no, no, 5, no, no, no, no, no, no, no
"frutero", 6, no, no, no, no, no, no, 7, no, no, no, no, yes, no, no
"fue", 17, no, no, no, no, no, no, 3, no, no, no, no, no, no, no
"fuerte", 8, no, no, no, no, no, no, 6, no, no, no, no, no, no, no
"galas", 34, no, no, no, no, no, no, 5, no, no, yes, no, no, no, no
"gana", 39, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"garganta", 5, no, no, no, no, no, no, 8, no, no, no, no, no, no, no
"goma", 26, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"gracias", 7, no, no, no, no, no, no, 7, no, no, no, no, no, no, no
"ideas", 13, no, no, no, no, no, no, 5, no, no, no, no, no, no, no
"igual", 6, no, no, no, no, no, no, 5, no, no, no, no, no, yes, no
"ilustra", 11, no, no, no, no, no, no, 7, yes, no, no, no, no, no, no
"importa", 11, no, no, no, no, no, no, 7, no, no, no, no, no, no, no
"indignados", 5, no, no, no, no, no, no, 10, no, no, no, no, no, no, no
"infancia", 3, no, no, no, no, no, no, 8, no, no, no, no, no, no, no
"infusión", 1, no, no, no, no, no, no, 8, no, no, no, no, no, no, no
"inglesa", 4, no, no, no, no, no, no, 7, yes, no, no, no, no, no, no
"juicio", 5, no, yes, no, no, no, no, 6, no, no, no, no, yes, no, no
"juntos", 11, no, yes, no, no, no, no, 6, no, no, no, no, yes, no, no
"la", 34, no, no, no, no, no, no, 2, no, no, yes, no, no, no, no
"lado", 36, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"latin", 12, no, no, no, no, no, no, 5, no, no, yes, no, no, no, no
"llave", 12, no, no, no, no, no, yes, 5, no, no, no, no, no, no, no
"llena", 18, no, no, no, no, no, yes, 5, no, no, no, no, no, no, no
"lleno", 12, no, no, no, no, no, yes, 5, no, no, no, no, no, no, no
"lomo", 30, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"luna", 34, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"lámpara", 4, no, no, no, no, no, no, 7, no, no, no, no, no, no, no
"lírica", 9, no, no, no, no, no, no, 6, no, no, yes, no, no, no, no
"mago", 35, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"mal", 20, no, no, no, no, no, no, 3, no, no, yes, no, no, no, no
"mama", 37, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"mano", 46, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"marchó", 12, no, no, yes, no, no, no, 6, yes, no, no, yes, no, no, no
"medias", 20, no, no, no, no, no, no, 6, no, no, no, no, no, no, no
"minutos", 5, no, no, no, no, no, no, 7, no, no, yes, no, yes, no, no
"mismo", 11, no, no, no, no, no, no, 5, no, no, no, no, no, no, no
"misterio", 2, no, no, no, no, no, no, 8, no, no, no, no, no, no, no
"molesta", 12, no, no, no, no, no, no, 7, no, no, no, no, no, no, no
"molino", 11, no, no, no, no, no, no, 6, no, no, yes, no, no, no, no
"mujer", 1, no, yes, no, no, no, no, 5, no, no, yes, no, no, no, no
"multas", 18, no, no, no, no, no, no, 6, no, no, no, no, no, no, no
"médico", 7, no, no, no, no, no, no, 6, no, no, yes, no, no, no, no
"nadan", 11, no, no, no, no, no, no, 5, no, no, yes, no, no, no, no
"niebla", 4, no, no, no, no, no, no, 6, no, no, no, no, no, no, no
"niño", 17, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"obra", 17, no, no, no, no, no, no, 4, no, no, no, no, no, no, no
"oral", 20, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"oscuro", 5, no, no, no, no, yes, no, 6, no, no, no, no, yes, no, no
"pala", 55, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"paloma", 11, no, no, no, no, no, no, 6, no, no, yes, no, no, no, no
"pan", 26, no, no, no, no, no, no, 3, no, no, yes, no, no, no, no
"papa", 47, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"papel", 17, no, no, no, no, no, no, 5, no, no, yes, no, no, no, no
"para", 56, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"pasar", 33, no, no, no, no, no, no, 5, no, no, yes, no, no, no, no
"patines", 16, no, no, no, no, no, no, 7, no, no, yes, no, no, no, no
"pedir", 9, no, no, no, no, no, no, 5, no, no, yes, no, no, no, no
"pelo", 31, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"película", 2, no, no, no, no, yes, no, 8, no, no, yes, no, no, no, no
"petición", 1, no, no, no, no, no, no, 8, no, no, no, no, no, no, no
"piel", 11, no, no, no, no, no, no, 4, no, no, no, no, no, no, no
"piso", 31, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"pistola", 2, no, no, no, no, no, no, 7, no, no, no, no, no, no, no
"plata", 18, no, no, no, no, no, no, 5, no, no, no, no, no, no, no
"poca", 37, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"pocas", 37, no, no, no, no, no, no, 5, no, no, yes, no, no, no, no
"popular", 3, no, no, no, no, no, no, 7, no, no, yes, no, yes, no, no
"por", 19, no, no, no, no, no, no, 3, no, no, yes, no, no, no, no
"preparar", 10, no, no, no, no, no, no, 8, no, no, no, no, no, no, no
"primer", 15, no, no, no, no, no, no, 6, no, no, no, no, no, no, no
"problemas", 2, no, no, no, no, no, no, 9, no, no, no, no, no, no, no
"pronto", 7, no, no, no, no, no, no, 6, no, no, no, no, no, no, no
"prosa", 17, no, no, no, no, no, no, 5, no, no, no, no, no, no, no
"pueblo", 5, no, no, no, no, no, no, 6, no, no, no, no, yes, no, no
"pulpo", 12, no, no, no, no, no, no, 5, no, no, no, no, yes, no, no
"quinto", 13, no, no, no, no, yes, no, 6, no, no, no, no, yes, no, no
"quitó", 13, no, no, no, no, yes, no, 5, no, no, no, no, no, no, no
"rana", 46, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"recicladas", 5, no, no, no, no, no, no, 10, no, no, no, no, no, no, no
"reciclados", 6, no, no, no, no, no, no, 10, no, no, no, no, no, no, no
"referencia", 14, no, no, no, no, no, no, 10, no, no, no, no, no, no, no
"relatos", 11, no, no, no, no, no, no, 7, no, no, yes, no, no, no, no
"respondió", 1, no, no, no, no, no, no, 9, no, no, no, no, no, no, no
"rico", 26, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"roble", 14, no, no, no, no, no, no, 5, no, no, no, no, no, no, no
"rojo", 30, no, yes, no, no, no, no, 4, no, no, yes, no, no, no, no
"romero", 15, no, no, no, no, no, no, 6, no, no, yes, no, no, no, no
"ropa", 33, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"rota", 42, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"ruido", 17, no, no, no, no, no, no, 5, no, no, no, no, yes, no, no
"ruidoso", 6, no, no, no, no, no, no, 7, no, no, no, no, yes, no, no
"rápido", 7, no, no, no, no, no, no, 6, no, no, yes, no, no, no, no
"saco", 35, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"salero", 16, no, no, no, no, no, no, 6, no, no, yes, no, no, no, no
"salir", 6, no, no, no, no, no, no, 5, no, no, yes, no, no, no, no
"salió", 20, no, no, no, no, no, no, 5, no, no, no, no, no, no, no
"salud", 10, no, no, no, no, no, no, 5, no, no, yes, no, no, no, no
"salón", 24, no, no, no, no, no, no, 5, no, no, yes, no, no, no, no
"sapo", 27, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"sedoso", 7, no, no, no, no, no, no, 6, no, no, yes, no, no, no, no
"semana", 4, no, no, no, no, no, no, 6, no, no, yes, no, no, no, no
"sigo", 22, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"sobre", 14, no, no, no, no, no, no, 5, no, no, no, no, no, no, no
"socio", 13, no, no, no, no, no, no, 5, no, no, no, no, no, no, no
"sol", 24, no, no, no, no, no, no, 3, no, no, yes, no, no, no, no
"solucionar", 10, no, no, no, no, no, no, 10, no, no, no, no, yes, no, no
"son", 23, no, no, no, no, no, no, 3, no, no, yes, no, no, no, no
"sopa", 36, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"sospechoso", 3, no, no, yes, no, no, no, 10, no, no, no, yes, no, no, no
"submarino", 3, no, no, no, no, no, no, 9, no, no, no, no, yes, no, no
"telefono", 3, no, no, no, no, no, no, 8, no, no, yes, no, no, no, no
"tercero", 11, no, no, no, no, no, no, 7, no, no, no, no, no, no, no
"tesoro", 3, no, no, no, no, no, no, 6, no, no, yes, no, no, no, no
"texto", 5, no, no, no, no, no, no, 5, no, yes, no, no, no, no, no
"tez", 14, no, no, no, no, no, no, 3, no, no, yes, no, no, no, no
"tiempos", 3, no, no, no, no, no, no, 7, no, no, no, no, no, no, no
"tipo", 28, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"toda", 33, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"todo", 30, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"toro", 45, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"total", 10, no, no, no, no, no, no, 5, no, no, yes, no, no, no, no
"traducido", 4, no, no, no, no, no, no, 9, no, no, no, no, yes, no, no
"trapecista", 3, no, no, no, no, no, no, 10, no, no, no, no, no, no, no
"tres", 24, no, no, no, no, no, no, 4, no, no, no, no, no, no, no
"triste", 7, no, no, no, no, no, no, 6, no, no, no, no, no, no, no
"trompeta", 5, no, no, no, no, no, no, 8, no, no, no, no, no, no, no
"tutela", 10, no, no, no, no, no, no, 6, no, no, yes, no, no, no, no
"un", 15, no, no, no, no, no, no, 2, no, no, yes, no, no, no, no
"vestido", 6, no, no, no, no, no, no, 7, no, no, no, no, no, no, no
"vida", 19, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"violines", 5, no, no, no, no, no, no, 8, no, no, no, no, no, no, no
"vive", 13, yes, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"vivo", 14, yes, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"voz", 8, no, no, no, no, no, no, 3, no, no, yes, no, no, no, no
"época", 6, no, no, no, no, no, no, 5, no, no, yes, no, no, no, no
"vimos", 13, no, no, no, no, no, no, 5, no, no, yes, no, no, no, no
"teatro", 2, no, no, no, no, no, no, 6, no, no, no, no, no, no, no
"peli", 12, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"equipo", 8, no, no, no, no, yes, no, 6, no, no, no, no, yes, no, no
"verte", 13, no, no, no, no, no, no, 5, no, no, no, no, no, no, no
"lotería", 10, no, no, no, no, no, no, 7, no, no, no, no, no, no, no
"tenemos", 18, no, no, no, no, no, no, 7, no, no, yes, no, no, no, no
"tele", 24, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"premio", 15, no, no, no, no, no, no, 6, no, no, no, no, no, no, no
"coco", 37, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"gancho", 11, no, no, yes, no, no, no, 6, yes, no, no, yes, no, no, no
"bola", 33, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"pasaporte", 12, no, no, no, no, no, no, 9, no, no, no, no, no, no, no
"pintó", 15, no, no, no, no, no, no, 5, no, no, no, no, no, no, no
"pintar", 21, no, no, no, no, no, no, 6, no, no, no, no, no, no, no
"sentido", 8, no, no, no, no, no, no, 7, no, no, no, no, no, no, no
"soldado", 17, no, no, no, no, no, no, 7, no, no, no, no, no, no, no
"piña", 26, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"caliente", 9, no, no, no, no, no, no, 8, no, no, no, no, no, no, no
"fichas", 16, no, no, yes, no, no, no, 6, no, no, no, yes, no, no, no
"leche", 18, no, no, yes, no, no, no, 5, no, no, no, yes, no, no, no
"sueño", 13, no, no, no, no, no, no, 5, no, no, no, no, yes, no, no
"pasan", 29, no, no, no, no, no, no, 5, no, no, yes, no, no, no, no
"mineros", 10, no, no, no, no, no, no, 7, no, no, yes, no, no, no, no
"rostro", 9, no, no, no, no, no, no, 6, yes, no, no, no, no, no, no
"modo", 35, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"galletas", 12, no, no, no, no, no, yes, 8, no, no, no, no, no, no, no
"gato", 35, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"copa", 49, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"teléfono", 2, no, no, no, no, no, no, 8, no, no, yes, no, no, no, no
"pata", 51, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"público", 5, no, no, no, no, no, no, 7, no, no, no, no, no, no, no
"recreo", 9, no, no, no, no, no, no, 6, no, no, no, no, no, no, no
"cocido", 10, no, no, no, no, no, no, 6, no, no, yes, no, no, no, no
"naranjas", 5, no, yes, no, no, no, no, 8, no, no, no, no, no, no, no
"zumo", 15, no, no, no, no, no, no, 4, no, no, yes, no, yes, no, no
"terreno", 8, no, no, no, no, no, yes, 7, no, no, no, no, no, no, no
"tóxico", 10, no, no, no, no, no, no, 6, no, yes, yes, no, no, no, no
"vende", 16, no, no, no, no, no, no, 5, no, no, no, no, no, no, no
"correr", 16, no, no, no, no, no, yes, 6, no, no, no, no, no, no, no
"taxista", 3, no, no, no, no, no, no, 7, no, yes, no, no, no, no, no
"casó", 29, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"fiesta", 5, no, no, no, no, no, no, 6, no, no, no, no, no, no, no
"rato", 44, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"listo", 19, no, no, no, no, no, no, 5, no, no, no, no, no, no, no
"camarero", 5, no, no, no, no, no, no, 8, no, no, yes, no, no, no, no
"profesor", 5, no, no, no, no, no, no, 8, no, no, no, no, no, no, no
"enfermera", 5, no, no, no, no, no, no, 9, no, no, no, no, no, no, no
"bombero", 5, yes, no, no, no, no, no, 7, no, no, no, no, no, no, no
"plantas", 18, no, no, no, no, no, no, 7, no, no, no, no, no, no, no
"manzana", 9, no, no, no, no, no, no, 7, no, no, no, no, no, no, no
"espina", 16, no, no, no, no, no, no, 6, no, no, no, no, no, no, no
"capa", 53, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"pescado", 13, no, no, no, no, no, no, 7, no, no, no, no, no, no, no
"especies", 5, no, no, no, no, no, no, 8, no, no, no, no, no, no, no
"clima", 15, no, no, no, no, no, no, 5, no, no, no, no, no, no, no
"monte", 21, no, no, no, no, no, no, 5, no, no, no, no, no, no, no
"cima", 29, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"primos", 7, no, no, no, no, no, no, 6, no, no, no, no, no, no, no
"jefe", 8, no, yes, no, no, no, no, 4, no, no, yes, no, no, no, no
"flecos", 9, no, no, no, no, no, no, 6, no, no, no, no, no, no, no
"manga", 32, no, no, no, no, no, no, 5, no, no, no, no, no, no, no
"enamorados", 6, no, no, no, no, no, no, 10, no, no, yes, no, no, no, no
"cocinero", 9, no, no, no, no, no, no, 8, no, no, yes, no, no, no, no
"cara", 52, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"mata", 47, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"precioso", 6, no, no, no, no, no, no, 8, no, no, no, no, no, no, no
"lento", 9, no, no, no, no, no, no, 5, no, no, no, no, no, no, no
"cocida", 10, no, no, no, no, no, no, 6, no, no, yes, no, no, no, no
"tampoco", 2, no, no, no, no, no, no, 7, no, no, no, no, no, no, no
"tiempo", 3, no, no, no, no, no, no, 6, no, no, no, no, no, no, no
"formas", 16, no, no, no, no, no, no, 6, no, no, no, no, no, no, no
"tercera", 10, no, no, no, no, no, no, 7, no, no, no, no, no, no, no
"familia", 3, no, no, no, no, no, no, 7, no, no, no, no, no, no, no
"usemos", 8, no, no, no, no, no, no, 6, no, no, yes, no, yes, no, no
"ácida", 9, no, no, no, no, no, no, 5, no, no, yes, no, no, no, no
"sufre", 8, no, no, no, no, no, no, 5, no, no, no, no, no, no, no
"salga", 27, no, no, no, no, no, no, 5, no, no, no, no, no, no, no
"durante", 4, no, no, no, no, no, no, 7, no, no, no, no, no, no, no
"mascota", 4, no, no, no, no, no, no, 7, no, no, no, no, no, no, no
"deportistas", 3, no, no, no, no, no, no, 11, no, no, no, no, no, no, no
"nombre", 9, no, no, no, no, no, no, 6, yes, no, no, no, no, no, no
"animal", 7, no, no, no, no, no, no, 6, no, no, yes, no, no, no, no
"completa", 13, no, no, no, no, no, no, 8, yes, no, no, no, no, no, no
"serpiente", 2, no, no, no, no, no, no, 9, no, no, no, no, no, no, no
"bichos", 12, no, no, yes, no, no, no, 6, no, no, no, yes, no, no, no
"soporta", 11, no, no, no, no, no, no, 7, no, no, no, no, no, no, no
"picó", 16, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"picar", 24, no, no, no, no, no, no, 5, no, no, yes, no, no, no, no
"insultaron", 6, no, no, no, no, no, no, 10, no, no, no, no, yes, no, no
"mueca", 22, no, no, no, no, no, no, 5, no, no, no, no, no, no, no
"malo", 35, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"erosión", 1, no, no, no, no, no, no, 7, no, no, no, no, no, no, no
"cordilleras", 4, no, no, no, no, no, yes, 11, no, no, no, no, no, no, no
"rasgo", 12, no, no, no, no, no, no, 5, no, no, no, no, no, no, no
"punto", 20, no, no, no, no, no, no, 5, no, no, no, no, yes, no, no
"antes", 24, no, no, no, no, no, no, 5, no, no, no, no, no, no, no
"nunca", 6, no, no, no, no, no, no, 5, no, no, no, no, no, no, no
"dormir", 4, no, no, no, no, no, no, 6, no, no, no, no, no, no, no
"cansado", 13, no, no, no, no, no, no, 7, no, no, no, no, no, no, no
"oídos", 8, no, no, no, no, no, no, 5, no, no, no, no, no, no, no
"nada", 29, no, no, no, no, no, no, 4, no, no, yes, no, no, no, no
"paciencia", 2, no, no, no, no, no, no, 9, no, no, no, no, no, no, no
"edificio", 4, no, no, no, no, no, no, 8, no, no, no, no, no, no, no
"culpa", 18, no, no, no, no, yes, no, 5, no, no, no, no, no, no, no
"pasada", 35, no, no, no, no, no, no, 6, no, no, yes, no, no, no, no
"inocente", 3, no, no, no, no, no, no, 8, no, no, no, no, no, no, no
"terminó", 6, no, no, no, no, no, no, 7, no, no, no, no, no, no, no
"campesino", 3, no, no, no, no, no, no, 9, no, no, no, no, no, no, no
"final", 11, no, no, no, no, no, no, 5, no, no, yes, no, no, no, no
"salta", 33, no, no, no, no, no, no, 5, no, no, no, no, no, no, no
