word, #distance 1, #distance 2, #vowels, has_accent?, #[b,v], #[g,j], #[h], #[s,z,ce,ci,x], #[y], #[r,s,l], #[m,n,ñ], #[ca,co,cu,q,k], #[b,d]
al~primero, 0, 0, 4, no, 0, 0, 0, 0, 0, 3, 1, 0, 0
alprimero, 0, 1, 4, no, 0, 0, 0, 0, 0, 3, 1, 0, 0
alrededor, 1, 5, 4, no, 0, 0, 0, 0, 0, 3, 0, 0, 2
alrrederdor, 0, 1, 4, no, 0, 0, 0, 0, 0, 5, 0, 0, 2
alrededor, 1, 5, 4, no, 0, 0, 0, 0, 0, 3, 0, 0, 2
alrrederdor, 0, 1, 4, no, 0, 0, 0, 0, 0, 5, 0, 0, 2
aliviado, 7, 61, 5, no, 1, 0, 0, 0, 0, 1, 0, 0, 1
alviado, 3, 82, 4, no, 1, 0, 0, 0, 0, 1, 0, 0, 1
han, 15, 374, 1, no, 0, 0, 1, 0, 0, 0, 1, 0, 0
an, 29, 545, 1, no, 0, 0, 0, 0, 0, 0, 1, 0, 0
alcalde, 4, 33, 3, no, 0, 0, 0, 0, 0, 2, 0, 1, 1
ancalde, 2, 36, 3, no, 0, 0, 0, 0, 0, 1, 1, 1, 1
animales, 7, 84, 4, no, 0, 0, 0, 1, 0, 2, 2, 0, 0
animale, 7, 61, 4, no, 0, 0, 0, 0, 0, 1, 2, 0, 0
antiguo, 6, 31, 4, no, 0, 1, 0, 0, 0, 0, 1, 0, 0
antguo, 1, 24, 3, no, 0, 1, 0, 0, 0, 0, 1, 0, 0
antropónimos, 2, 3, 5, yes, 0, 0, 0, 1, 0, 2, 3, 0, 0
antropómimo, 1, 3, 5, yes, 0, 0, 0, 0, 0, 1, 3, 0, 0
antropónimos, 2, 3, 5, yes, 0, 0, 0, 1, 0, 2, 3, 0, 0
antropómimo, 1, 3, 5, yes, 0, 0, 0, 0, 0, 1, 3, 0, 0
atún, 6, 127, 2, yes, 0, 0, 0, 0, 0, 0, 1, 0, 0
antún, 1, 69, 2, yes, 0, 0, 0, 0, 0, 0, 2, 0, 0
ambiente, 7, 24, 4, no, 1, 0, 0, 0, 0, 0, 2, 0, 1
anviente, 1, 24, 4, no, 1, 0, 0, 0, 0, 0, 2, 0, 0
ambiente, 7, 24, 4, no, 1, 0, 0, 0, 0, 0, 2, 0, 1
anviente, 1, 24, 4, no, 1, 0, 0, 0, 0, 0, 2, 0, 0
año, 27, 516, 2, no, 0, 0, 0, 0, 0, 0, 1, 0, 0
anyo, 9, 250, 2, no, 0, 0, 0, 0, 1, 0, 1, 0, 0
año, 27, 516, 2, no, 0, 0, 0, 0, 0, 0, 1, 0, 0
anyo, 9, 250, 2, no, 0, 0, 0, 0, 1, 0, 1, 0, 0
años, 21, 463, 2, no, 0, 0, 0, 1, 0, 1, 1, 0, 0
anyos, 5, 185, 2, no, 0, 0, 0, 1, 1, 1, 1, 0, 0
años, 21, 463, 2, no, 0, 0, 0, 1, 0, 1, 1, 0, 0
anyos, 5, 185, 2, no, 0, 0, 0, 1, 1, 1, 1, 0, 0
años, 21, 463, 2, no, 0, 0, 0, 1, 0, 1, 1, 0, 0
añyos, 2, 103, 2, no, 0, 0, 0, 1, 1, 1, 1, 0, 0
ahogarse, 7, 71, 4, no, 0, 1, 1, 1, 0, 2, 0, 0, 0
aogarse, 2, 110, 4, no, 0, 1, 0, 1, 0, 2, 0, 0, 0
ahora, 22, 413, 3, no, 0, 0, 1, 0, 0, 1, 0, 0, 0
aora, 36, 847, 3, no, 0, 0, 0, 0, 0, 1, 0, 0, 0
aprovechar, 9, 36, 4, no, 1, 0, 1, 0, 0, 2, 0, 0, 0
aprobechar~, 0, 5, 4, no, 1, 0, 1, 0, 0, 2, 0, 0, 1
aprovechar, 9, 36, 4, no, 1, 0, 1, 0, 0, 2, 0, 0, 0
